code
25291
16284
21725
25283
18970
22179
16705
9954
21032
22357
24953
10456
22217
18066
21490
23264
24961
3050
23248
22349
24171
19100
15423
80187
11975
24112
20990
21610
701
24600
24406
1155
1520
15458
1562
23159
24660
20958
1384
922
906
1023
22616
1120
1171
1210
20885
1309
1325
1228
21199
20567
20532
17884
1694
19305
22845
24317
16772
25135
12190
19909
19925
19640
18724
21180
20036
4820
19720
17922
18759
14206
16292
19984
23817
19119
22683
19135
2100
24228
18821
24848
13854
20303
20320
2437
2461
24058
2577
14826
16861
21393
16616
14524
14451
2453
14362
14869
18139
20648
3204
3069
3077
15636
3298
14761
3395
22691
3654
14311
18708
3824
19275
14443
19445
18627
3115
4030
3158
4081
18287
21733
14818
23965
17973
22268
23515
20397
19208
22411
21024
22721
22071
20192
4693
4707
4723
21148
4863
23485
19836
18660
20540
18953
20630
20044
23981
18376
25100
23310
14460
21040
25046
19623
14214
9342
21350
5207
23493
18597
21091
21741
21903
19453
19763
15342
16985
5380
17485
15784
14176
16993
20087
22608
19011
16497
22365
5576
14605
15253
21237
17329
25259
20010
16608
18309
5762
5770
20524
1570
20770
22977
15369
20621
3891
6076
21881
24350
6211
16101
22764
20222
17965
21008
3980
19569
80020
16632
4537
19615
25011
25186
24694
4669
13366
24392
20877
6629
22675
6700
21431
6815
23175
20494
12319
7510
7595
24090
24279
23574
6041
18775
11932
2429
24180
19364
19348
7617
21156
20575
8672
20605
7811
13285
22020
4146
7870
12653
25062
24872
19879
8036
23035
15091
24759
19739
24910
23272
20710
8087
25038
8133
20370
20060
20338
23612
22470
8575
8397
8427
8451
20788
22055
25232
25119
8540
20613
8605
8656
13439
8753
22942
22012
8818
20931
13765
24902
17914
8893
21067
23825
17949
20915
20982
5312
24783
19550
15539
9083
22985
24384
21334
22390
20125
11312
23426
16942
21342
22250
23507
23280
18414
94
20729
9393
18236
13773
21644
20478
25089
22187
24295
9512
9539
25070
13471
22160
13447
19658
16659
23523
20362
80152
24546
24236
19232
20346
18333
22497
23302
5258
23230
14109
18406
18430
12572
3190
9989
21636
21440
16527
18368
20451
23167
16306
15300
17930
17450
23540
19593
12696
14923
23388
17892
13781
20516
9415
10472
14664
25160
23221
12823
25003
22799
20745
24260
24252
10880
20966
24201
22594
16586
16438
21121
9067
13986
22454
6173
24066
22519
20435
11207
20800
11223
11231
11258
17671
23329
18538
19852
20354
7544
17639
24929
19992
19330
25208
20257
8192
23060
21130
11398
22276
6343
18465
22780
21555
11592
16624
14320
4170
20028
23990
6505
24805
20702
11762
5410
11991
14346
80047
23590
11070
21016
